id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
2944,OO,6812,ORD,SPI,3,490,51,1
2945,OO,7759,EKO,SLC,3,490,78,1
2946,UA,243,DEN,LAS,3,490,123,0
2947,UA,7,JFK,SFO,3,490,404,0
2948,US,1515,SYR,CLT,3,490,137,0
2949,US,815,PVD,CLT,3,490,142,0
2950,WN,1061,ABQ,LAX,3,490,125,0
2951,WN,1156,OAK,SNA,3,490,80,0
2952,WN,1253,TPA,PBI,3,490,55,0
2953,WN,1325,IND,MCO,3,490,140,0
2954,WN,1537,SEA,GEG,3,490,60,0
2955,WN,1669,ABQ,PHX,3,490,75,0
2956,WN,1980,JAX,BWI,3,490,110,0
2957,WN,2027,PHX,HOU,3,490,145,1
2958,WN,2113,PHL,BOS,3,490,90,0
2959,WN,2356,ABQ,OAK,3,490,155,1
2960,WN,249,LAX,SAT,3,490,165,1
2961,WN,2539,AUS,BNA,3,490,115,0
2962,WN,2552,LAS,HOU,3,490,170,1
2963,WN,2655,LAS,BUR,3,490,65,0
2964,WN,3077,SNA,OAK,3,490,80,1
2965,WN,3832,BWI,BDL,3,490,70,1
2966,WN,40,CMH,BWI,3,490,70,0
2967,WN,452,DAL,AUS,3,490,55,1
2968,WN,606,RDU,PHL,3,490,80,1
2969,WN,607,MCO,ORF,3,490,110,0
2970,WN,609,PHX,LAX,3,490,85,0
2971,WN,647,DEN,TUL,3,490,90,1
2972,WN,897,SNA,SJC,3,490,80,1
2973,XE,2056,IAH,MCI,3,490,113,1
2974,XE,2432,IAH,PBI,3,490,144,1
2975,F9,179,DEN,TUS,3,491,114,1
2976,UA,221,ORD,IAH,3,491,164,0
2977,XE,5915,ORD,FAR,3,491,113,0
2978,XE,5983,IAD,CAE,3,491,85,0
2979,OO,6982,DEN,CPR,3,492,57,0
2980,UA,418,SAN,DEN,3,492,148,0
2981,UA,491,DEN,PHX,3,492,129,0
2982,UA,579,DSM,DEN,3,492,123,0
2983,UA,988,DEN,LAX,3,492,154,0
2984,XE,2435,IAH,JAX,3,492,116,0
2985,YV,7301,MCI,IAD,3,492,141,0
2986,F9,765,DEN,LAS,3,493,114,1
2987,UA,228,DEN,DFW,3,493,119,0
2988,UA,358,DEN,LGA,3,493,225,0
2989,EV,5275,ATL,JAN,3,494,84,1
2990,UA,869,DEN,SFO,3,494,176,0
2991,XE,5937,ORD,PIA,3,494,49,1
2992,9E,3826,AZO,DTW,3,495,67,0
2993,9E,4148,BNA,CVG,3,495,73,1
2994,9E,4153,MBS,DTW,3,495,59,0
2995,9E,4212,LAN,DTW,3,495,63,0
2996,AA,114,LAX,EWR,3,495,325,1
2997,AA,1173,STL,DFW,3,495,115,1
2998,AA,1201,SNA,ORD,3,495,235,1
2999,AA,1486,LAS,DFW,3,495,160,0
3000,AA,1572,DFW,IAD,3,495,165,0
3001,AA,1695,DFW,PHX,3,495,155,0
3002,AA,1916,DFW,BDL,3,495,190,0
3003,AA,2057,ORD,SJU,3,495,270,1
3004,AA,2422,LAX,DFW,3,495,180,0
3005,AA,2585,BOS,MIA,3,495,220,0
3006,AA,392,ORD,LGA,3,495,120,1
3007,AA,39,SFO,HNL,3,495,345,1
3008,AA,708,DFW,LGA,3,495,195,1
3009,AS,17,MIA,SEA,3,495,400,1
3010,AS,451,LAX,SEA,3,495,170,0
3011,CO,166,SEA,IAH,3,495,247,1
3012,CO,1729,TUS,IAH,3,495,142,1
3013,DL,1005,ATL,DTW,3,495,125,1
3014,DL,1078,LGA,MSY,3,495,220,0
3015,DL,1581,TUS,ATL,3,495,205,1
3016,DL,1741,CVG,SLC,3,495,251,0
3017,DL,1859,JFK,ATL,3,495,163,0
3018,DL,1959,JFK,MCO,3,495,188,0
3019,DL,1987,PHL,MSP,3,495,198,0
3020,DL,2007,CLT,MSP,3,495,180,0
3021,DL,2259,BDL,MSP,3,495,190,0
3022,DL,2510,DFW,ATL,3,495,125,1
3023,DL,577,JFK,SJU,3,495,244,0
3024,EV,7111,IAD,JFK,3,495,75,1
3025,F9,320,MKE,DCA,3,495,110,0
3026,F9,847,DEN,SEA,3,495,176,1
3027,FL,435,SEA,MKE,3,495,235,0
3028,FL,501,MKE,LGA,3,495,124,0
3029,FL,773,LAS,ATL,3,495,230,0
3030,MQ,3264,DFW,XNA,3,495,65,1
3031,MQ,3311,DFW,SPS,3,495,50,1
3032,MQ,3373,CRP,DFW,3,495,80,0
3033,MQ,3844,ORD,ATL,3,495,120,0
3034,MQ,4665,LGA,ATL,3,495,165,1
3035,OH,6293,JFK,ORF,3,495,102,0
3036,OH,6402,JFK,BOS,3,495,88,0
3037,OH,6769,GSO,ATL,3,495,108,1
3038,OO,4800,LAX,SAN,3,495,46,1
3039,OO,6268,SFO,TUS,3,495,117,0
3040,OO,6447,HSV,DEN,3,495,197,0
3041,OO,6673,SFO,MRY,3,495,43,0
3042,OO,7801,SLC,TWF,3,495,60,1
3043,UA,425,IAD,SAT,3,495,239,0
3044,UA,471,DEN,SAN,3,495,148,1
3045,US,1021,LGA,CLT,3,495,127,1
3046,US,1112,PHL,BOS,3,495,85,1
3047,US,1226,EWR,CLT,3,495,125,1
3048,US,1495,ALB,CLT,3,495,144,0
3049,WN,1044,PIT,LAS,3,495,310,1
3050,WN,1070,BNA,STL,3,495,70,0
3051,WN,1103,PHX,LAS,3,495,65,1
3052,WN,1154,SAN,SFO,3,495,100,0
3053,WN,117,TUS,SAN,3,495,75,1
3054,WN,127,FLL,MDW,3,495,195,0
3055,WN,1426,DAL,LBB,3,495,65,1
3056,WN,1642,ELP,HOU,3,495,105,0
3057,WN,1678,BOS,DEN,3,495,295,1
3058,WN,1715,SLC,BOI,3,495,70,0
3059,WN,2095,DAL,LIT,3,495,60,0
3060,WN,2102,SJC,SNA,3,495,75,0
3061,WN,219,LAS,MDW,3,495,215,1
3062,WN,226,MCO,PHL,3,495,145,1
3063,WN,351,BUF,LAS,3,495,310,1
3064,WN,3595,PVD,FLL,3,495,205,0
3065,WN,3768,ONT,OAK,3,495,75,0
3066,WN,554,RSW,MDW,3,495,180,0
3067,WN,756,MCI,DAL,3,495,95,0
3068,WN,781,SMF,ONT,3,495,75,0
3069,XE,2234,EWR,DAY,3,495,122,1
3070,YV,7235,IAD,ALB,3,495,70,1
3071,OO,6443,ORD,OKC,3,496,130,1
3072,OO,6518,ORD,ICT,3,496,114,1
3073,OO,6935,ACV,CEC,3,496,27,0
3074,OO,6965,ORD,AUS,3,496,165,1
3075,EV,7136,IAD,LGA,3,497,75,1
3076,F9,772,LAS,DEN,3,497,108,0
3077,OO,6886,GJT,DEN,3,497,59,0
3078,OO,7034,MCI,SFO,3,497,238,1
3079,UA,201,IAD,SEA,3,497,358,1
3080,UA,568,ORD,SJU,3,497,275,0
3081,UA,796,IAD,LAS,3,497,319,0
3082,EV,5399,ATL,DSM,3,498,136,0
3083,HA,342,HNL,ITO,3,498,50,0
3084,OH,6405,ATL,CHS,3,498,77,1
3085,UA,699,IAD,SJU,3,498,222,0
3086,XE,2254,IAH,BTR,3,498,61,1
3087,EV,4970,ATL,GSP,3,499,57,1
3088,UA,379,IAD,MCO,3,499,147,0
3089,UA,977,IAD,DEN,3,499,255,1
3090,XE,5933,ORD,LIT,3,499,107,1
3091,AA,1132,SMF,DFW,3,500,200,0
3092,AA,1205,PHL,DFW,3,500,240,0
3093,AA,1216,SAT,DFW,3,500,70,0
3094,AA,1303,TPA,DFW,3,500,170,0
3095,AA,1381,ATL,DFW,3,500,155,1
3096,AA,1425,ORD,SNA,3,500,265,0
3097,AA,1646,TUL,DFW,3,500,80,1
3098,AA,1678,DFW,BWI,3,500,170,0
3099,AA,2041,DCA,MIA,3,500,165,1
3100,AA,2229,MIA,DFW,3,500,200,0
3101,AA,270,HNL,LAX,3,500,330,0
3102,AA,451,RDU,ORD,3,500,135,0
3103,AA,826,SLC,DFW,3,500,170,0
3104,AA,877,DCA,DFW,3,500,210,0
3105,AS,857,SEA,OGG,3,500,375,0
3106,AS,9,MCO,SEA,3,500,385,0
3107,B6,279,LAS,LGB,3,500,65,0
3108,CO,1412,CLE,LGA,3,500,84,1
3109,DL,1153,ATL,PBI,3,500,107,0
3110,DL,1198,RSW,DTW,3,500,174,0
3111,DL,1433,CLT,ATL,3,500,83,1
3112,DL,1446,PHX,ATL,3,500,211,0
3113,DL,1517,ATL,DEN,3,500,213,1
3114,DL,1555,ATL,LAX,3,500,308,1
3115,DL,1605,DTW,MCO,3,500,175,1
3116,DL,1757,ATL,SNA,3,500,305,0
3117,DL,2049,ATL,SFO,3,500,335,0
3118,DL,2063,DCA,MSP,3,500,173,0
3119,DL,2143,EWR,ATL,3,500,160,1
3120,DL,2198,MSP,DTW,3,500,109,0
3121,DL,2230,SRQ,ATL,3,500,101,1
3122,DL,2328,MCO,DTW,3,500,160,0
3123,DL,2583,ATL,SLC,3,500,265,0
3124,DL,258,SFO,MSP,3,500,217,1
3125,DL,2629,ATL,SEA,3,500,331,0
3126,DL,2714,SEA,MSP,3,500,199,0
3127,DL,2738,ATL,DCA,3,500,102,0
3128,DL,2896,ATL,MKE,3,500,126,1
3129,EV,5071,HSV,ATL,3,500,70,0
3130,EV,5603,ATL,LFT,3,500,108,1
3131,EV,7122,PNS,IAD,3,500,127,0
3132,FL,1625,PHL,MCO,3,500,169,0
3133,FL,601,BWI,RSW,3,500,161,1
3134,MQ,2778,TYS,DFW,3,500,160,0
3135,MQ,2974,ABI,DFW,3,500,55,0
3136,MQ,3192,SJC,LAX,3,500,80,0
3137,MQ,4482,RDU,DCA,3,500,60,0
3138,MQ,4567,LGA,BNA,3,500,155,1
3139,OH,6295,JAX,CVG,3,500,124,0
3140,OH,6455,ATL,CHA,3,500,65,1
3141,OO,4710,DFW,SLC,3,500,168,1
3142,OO,6742,ASE,DEN,3,500,55,0
3143,OO,6837,DEN,DRO,3,500,62,0
3144,OO,6860,DEN,ABQ,3,500,74,1
3145,OO,6880,DEN,SLC,3,500,101,0
3146,UA,202,SFO,LAX,3,500,95,0
3147,UA,205,BOS,IAD,3,500,107,0
3148,UA,436,SNA,ORD,3,500,235,1
3149,UA,958,SEA,ORD,3,500,241,0
3150,UA,99,IAD,TPA,3,500,148,0
3151,US,1411,BDL,CLT,3,500,143,0
3152,US,282,PHX,SJC,3,500,117,0
3153,US,583,DFW,PHX,3,500,172,0
3154,WN,1025,PHX,ELP,3,500,70,0
3155,WN,1587,DAL,SAT,3,500,65,0
3156,WN,1746,BWI,CLE,3,500,75,1
3157,WN,1769,BNA,MCI,3,500,105,0
3158,WN,1814,OAK,LAX,3,500,75,0
3159,WN,1868,MDW,SDF,3,500,65,1
3160,WN,1,HOU,CRP,3,500,50,1
3161,WN,2097,PDX,OAK,3,500,100,0
3162,WN,2384,BNA,RDU,3,500,85,0
3163,WN,2810,BUR,SMF,3,500,80,0
3164,WN,2895,ORF,JAX,3,500,105,1
3165,WN,2903,SAN,AUS,3,500,160,1
3166,WN,309,TPA,MCI,3,500,175,0
3167,WN,3420,LAS,SJC,3,500,85,1
3168,WN,3504,TPA,MSY,3,500,105,0
3169,WN,3862,TPA,FLL,3,500,55,0
3170,WN,437,MCO,SDF,3,500,130,0
3171,WN,466,SAT,SAN,3,500,185,1
3172,WN,622,MDW,CLE,3,500,70,0
3173,WN,667,HOU,TPA,3,500,120,1
3174,WN,704,RNO,BOI,3,500,65,1
3175,WN,755,PVD,BWI,3,500,80,1
3176,WN,857,MKE,BWI,3,500,120,0
3177,B6,1403,AUS,SFO,3,501,240,1
3178,UA,229,IAD,SAN,3,501,337,0
3179,UA,660,LAS,DEN,3,501,121,0
3180,UA,980,ORD,LAS,3,501,246,0
3181,YV,7216,ORD,MEM,3,501,100,0
3182,DL,2367,ATL,SAN,3,502,290,0
3183,DL,2437,ATL,SAT,3,502,166,0
3184,OO,7052,DEN,BOI,3,502,128,0
3185,UA,23,LAX,KOA,3,502,349,0
3186,XE,2457,EWR,RIC,3,502,94,1
3187,DL,2473,ATL,MIA,3,503,125,0
3188,EV,7085,IAD,GSP,3,503,88,1
3189,F9,262,DEN,SNA,3,503,143,0
3190,F9,791,DEN,PDX,3,503,169,1
3191,OH,6602,DCA,JAX,3,503,128,0
3192,YV,7217,IAD,DAY,3,503,86,0
3193,9E,3705,BGR,DTW,3,504,156,0
3194,HA,111,ITO,OGG,3,504,37,0
3195,OO,6555,DEN,GJT,3,504,58,0
3196,UA,319,IAD,LAX,3,504,347,1
3197,9E,3934,MEM,PIT,3,505,120,0
3198,9E,4233,MEM,CVG,3,505,85,0
3199,AA,1208,TPA,ORD,3,505,170,1
3200,AA,1720,SEA,DFW,3,505,230,0
3201,AA,1734,DFW,MCO,3,505,145,0
3202,AA,2546,MCO,JFK,3,505,150,0
3203,AA,367,FLL,DFW,3,505,195,0
3204,AS,504,SEA,SNA,3,505,162,0
3205,AS,869,SMF,OGG,3,505,335,0
3206,B6,465,BOS,RSW,3,505,220,0
3207,B6,582,FLL,HPN,3,505,165,1
3208,CO,1561,PHX,IAH,3,505,150,0
3209,CO,1679,IAH,SAT,3,505,57,0
3210,CO,229,DEN,EWR,3,505,225,1
3211,DL,1201,DTW,SLC,3,505,251,0
3212,DL,1227,ATL,BNA,3,505,77,1
3213,DL,1302,MEM,MSP,3,505,134,0
3214,DL,2112,ATL,ORD,3,505,134,0
3215,DL,2137,MEM,DTW,3,505,115,0
3216,DL,2203,ATL,LAS,3,505,283,0
3217,DL,2222,ATL,CLT,3,505,86,0
3218,DL,2585,ATL,PNS,3,505,80,1
3219,DL,2611,ATL,DFW,3,505,160,0
3220,DL,2782,MEM,DCA,3,505,119,0
3221,EV,4966,ATL,PHF,3,505,98,0
3222,EV,4991,ATL,MDT,3,505,115,1
3223,EV,5300,ATL,SAV,3,505,67,0
3224,EV,5488,GNV,ATL,3,505,86,0
3225,EV,5531,MYR,ATL,3,505,92,0
3226,EV,5605,ATL,MOB,3,505,85,0
3227,EV,5611,ATL,GNV,3,505,78,0
3228,EV,7104,IAD,CMH,3,505,80,0
3229,F9,225,DEN,SMF,3,505,154,1
3230,F9,653,DEN,SFO,3,505,161,1
3231,MQ,2871,JAN,DFW,3,505,95,0
3232,MQ,3331,DFW,GSO,3,505,145,0
3233,MQ,3479,DFW,LIT,3,505,70,0
3234,MQ,3772,ORD,SLC,3,505,215,1
3235,MQ,3985,ORD,RST,3,505,70,0
3236,MQ,4107,ORD,CMH,3,505,75,1
3237,MQ,4213,ORD,BUF,3,505,95,0
3238,OH,6617,GRR,DTW,3,505,63,0
3239,OH,6770,DCA,IND,3,505,122,1
3240,OO,7037,DEN,TUS,3,505,117,0
3241,UA,43,IAH,DEN,3,505,161,0
3242,US,1075,PHL,CLT,3,505,112,0
3243,US,1415,ROC,CLT,3,505,129,0
3244,US,1576,PBI,CLT,3,505,113,0
3245,US,1684,FLL,CLT,3,505,115,1
3246,US,280,SAT,PHX,3,505,160,0
3247,WN,1023,OAK,ABQ,3,505,135,1
3248,WN,1296,MSY,HOU,3,505,80,0
3249,WN,1414,SAT,DAL,3,505,55,0
3250,WN,1472,LAX,PHX,3,505,75,0
3251,WN,1590,LAS,MCI,3,505,165,1
3252,WN,162,LAS,SAN,3,505,65,0
3253,WN,239,BWI,LAX,3,505,360,1
3254,WN,2654,BWI,MHT,3,505,80,1
3255,WN,2714,MCO,BHM,3,505,95,1
3256,WN,2927,PBI,TPA,3,505,50,0
3257,WN,317,DEN,BOI,3,505,125,0
3258,WN,411,BOS,PHL,3,505,100,1
3259,WN,425,MDW,HOU,3,505,170,0
3260,WN,4,DAL,ELP,3,505,110,1
3261,XE,2438,CLE,ALB,3,505,70,0
3262,YV,1011,KOA,HNL,3,505,40,0
3263,YV,2719,AUS,PHX,3,505,167,0
3264,YV,2945,IAD,CLT,3,505,98,0
3265,DL,1857,SLC,SEA,3,506,137,1
3266,EV,5463,ATL,VPS,3,506,80,1
3267,FL,894,IND,LGA,3,506,124,0
3268,OO,6598,SMF,SFO,3,506,48,0
3269,OO,6647,DEN,IAH,3,506,143,1
3270,OO,7011,LAX,PDX,3,506,141,0
3271,UA,433,IAD,AUS,3,506,229,0
3272,UA,752,DEN,BWI,3,506,204,0
3273,UA,889,LAX,SFO,3,506,96,0
3274,XE,2618,IAH,SDF,3,506,138,1
3275,YV,7305,IAD,MCI,3,506,167,0
3276,B6,443,BOS,TPA,3,507,204,1
3277,EV,5597,AGS,ATL,3,507,71,0
3278,OO,6876,DEN,PDX,3,507,172,0
3279,UA,189,ORD,SAN,3,507,259,0
3280,DL,1483,SLC,LAS,3,508,92,0
3281,OO,4680,TUS,SLC,3,508,115,0
3282,B6,1251,BOS,IAD,3,509,102,0
3283,MQ,4522,JFK,DCA,3,509,91,0
3284,OO,6506,LAX,BOI,3,509,119,0
3285,OO,7044,DEN,OMA,3,509,84,0
3286,UA,558,LAX,DEN,3,509,145,0
3287,YV,7306,IAD,SYR,3,509,72,0
3288,9E,3817,MEM,GRR,3,510,108,0
3289,AA,1051,PHX,MIA,3,510,245,0
3290,AA,1218,PDX,DFW,3,510,225,1
3291,AA,1552,MCO,MIA,3,510,60,0
3292,AA,1625,SJU,DFW,3,510,325,0
3293,AA,1718,ORD,BOS,3,510,130,1
3294,AA,1810,DFW,CLT,3,510,135,0
3295,AA,1855,LGA,STL,3,510,170,0
3296,AA,2004,LAX,ORD,3,510,250,0
3297,AA,2022,SJU,ORD,3,510,305,0
3298,AA,2079,ORD,SAN,3,510,260,1
3299,AA,31,LAX,HNL,3,510,345,0
3300,AA,34,LAX,JFK,3,510,325,1
3301,AA,836,DFW,DCA,3,510,160,0
3302,AS,495,SAN,SEA,3,510,183,0
3303,AS,563,LAX,PDX,3,510,147,0
3304,B6,181,JFK,SAN,3,510,374,0
3305,CO,1120,EWR,BOS,3,510,90,1
3306,CO,1142,EWR,ATL,3,510,174,0
3307,CO,1402,EWR,LAX,3,510,377,1
3308,CO,398,DEN,IAH,3,510,141,1
3309,DL,1136,SLC,ATL,3,510,220,0
3310,DL,1223,ATL,RSW,3,510,110,0
3311,DL,1257,RDU,ATL,3,510,94,0
3312,DL,1261,CHS,ATL,3,510,86,0
3313,DL,126,SFO,JFK,3,510,345,1
3314,DL,1301,ATL,AUS,3,510,166,1
3315,DL,1374,LGA,BOS,3,510,71,0
3316,DL,1377,BOS,LGA,3,510,82,0
3317,DL,1452,ABQ,ATL,3,510,179,1
3318,DL,1718,MCO,ATL,3,510,108,0
3319,DL,1788,MEM,MCO,3,510,120,0
3320,DL,1825,BWI,ATL,3,510,120,1
3321,DL,1901,BOS,ATL,3,510,186,0
3322,DL,1932,JAX,ATL,3,510,89,1
3323,DL,2192,TPA,DTW,3,510,158,1
3324,DL,2272,TPA,ATL,3,510,100,0
3325,DL,2283,ATL,MSY,3,510,108,0
3326,DL,2377,ORD,ATL,3,510,119,1
3327,DL,2588,ATL,SMF,3,510,327,0
3328,DL,2660,MEM,LGA,3,510,165,0
3329,DL,511,ATL,JAX,3,510,77,0
3330,EV,4973,FAY,ATL,3,510,97,0
3331,EV,5111,ATL,BHM,3,510,63,0
3332,EV,5226,ATL,AVL,3,510,61,0
3333,EV,5272,MEM,CLE,3,510,109,0
3334,EV,5374,ATL,ECP,3,510,78,0
3335,EV,5523,ATL,ROA,3,510,90,0
3336,EV,7101,IAD,CVG,3,510,100,0
3337,EV,7360,MEM,RDU,3,510,114,0
3338,F9,377,MKE,DEN,3,510,155,1
3339,F9,386,DEN,FLL,3,510,227,0
3340,F9,533,DEN,MDW,3,510,138,0
3341,F9,557,DEN,SAN,3,510,142,1
3342,FL,1032,PIT,RSW,3,510,189,0
3343,FL,1100,CMH,RSW,3,510,165,0
3344,FL,807,BWI,BOS,3,510,79,1
3345,FL,812,BOS,BWI,3,510,95,0
3346,MQ,2827,DFW,CHS,3,510,145,1
3347,MQ,3190,LAX,SJC,3,510,75,0
3348,MQ,3208,DFW,GRK,3,510,45,0
3349,MQ,3368,LIT,DFW,3,510,80,0
3350,MQ,3754,ORD,AUS,3,510,165,1
3351,MQ,4335,ORD,GRR,3,510,55,0
3352,MQ,4582,LGA,CLT,3,510,125,0
3353,OH,6280,EVV,CVG,3,510,54,0
3354,OO,4466,SLC,DFW,3,510,160,1
3355,OO,4590,SLC,DEN,3,510,85,1
3356,OO,4611,SLC,SFO,3,510,133,1
3357,OO,4839,SLC,ABQ,3,510,104,1
3358,OO,6300,LAX,PSP,3,510,53,0
3359,OO,6378,SBA,SFO,3,510,80,0
3360,OO,6452,FAT,LAX,3,510,71,0
3361,OO,6491,HPN,ORD,3,510,156,0
3362,OO,6849,SEA,PDX,3,510,48,0
3363,OO,6986,ORD,TVC,3,510,60,1
3364,UA,22,LAX,JFK,3,510,329,1
3365,UA,262,IAD,RDU,3,510,72,0
3366,UA,875,DEN,SEA,3,510,183,0
3367,US,1494,MIA,CLT,3,510,127,0
3368,US,14,SEA,PHX,3,510,166,0
3369,US,1509,RSW,CLT,3,510,111,0
3370,US,1703,DCA,FLL,3,510,162,0
3371,US,1811,BOS,PHL,3,510,98,0
3372,US,1951,BUF,CLT,3,510,118,0
3373,US,2024,DCA,BOS,3,510,82,1
3374,US,436,ABQ,PHX,3,510,100,0
3375,US,455,PHX,SLC,3,510,97,0
3376,US,48,DCA,LAS,3,510,324,0
3377,US,586,GEG,PHX,3,510,158,1
3378,US,650,SFO,PHL,3,510,315,0
3379,US,710,LAX,PHL,3,510,303,0
3380,US,79,PHX,SEA,3,510,183,0
3381,WN,1048,BUF,BWI,3,510,75,1
3382,WN,1093,BWI,FLL,3,510,160,1
3383,WN,10,HOU,DAL,3,510,55,0
3384,WN,1566,BWI,AUS,3,510,235,1
3385,WN,160,FLL,DEN,3,510,280,0
3386,WN,1753,BWI,JAX,3,510,130,1
3387,WN,1824,BWI,ORF,3,510,50,1
3388,WN,2116,BWI,PBI,3,510,155,1
3389,WN,2635,PHL,FLL,3,510,185,0
3390,WN,2697,ALB,BWI,3,510,75,0
3391,WN,28,BWI,ECP,3,510,145,1
3392,WN,3073,BWI,SAN,3,510,360,1
3393,WN,3403,ABQ,BWI,3,510,220,1
3394,WN,343,SFO,LAX,3,510,80,0
3395,WN,3585,MCO,PVD,3,510,155,0
3396,WN,3762,STL,DAL,3,510,110,0
3397,WN,642,SLC,PDX,3,510,130,0
3398,WN,7,DAL,HOU,3,510,60,0
3399,WN,933,BDL,BWI,3,510,75,0
3400,WN,940,BNA,MDW,3,510,90,0
3401,WN,957,JAX,FLL,3,510,70,0
3402,WN,958,SJC,SAN,3,510,75,0
3403,XE,2359,EWR,ORD,3,510,170,0
3404,XE,2388,COS,IAH,3,510,134,0
3405,XE,5975,DSM,ORD,3,510,81,0
3406,YV,1048,HNL,ITO,3,510,49,0
3407,YV,2833,PHX,BUR,3,510,89,0
3408,YV,2845,ELP,PHX,3,510,99,0
3409,YV,2926,PHX,SBA,3,510,94,0
3410,YV,7271,IAD,PIT,3,510,58,0
3411,OO,6429,SFO,LAS,3,511,94,0
3412,OO,6731,MKE,DEN,3,511,185,1
3413,UA,172,SFO,BOS,3,511,338,1
3414,UA,324,LAX,IAD,3,511,289,1
3415,YV,7243,BTV,ORD,3,511,154,1
3416,DL,1174,SAV,ATL,3,512,83,1
3417,EV,7356,ATL,MLI,3,512,118,0
3418,OO,6322,LAX,SAN,3,512,47,0
3419,UA,326,IAD,DFW,3,512,223,0
3420,EV,5157,ATL,XNA,3,513,127,0
3421,EV,5263,ATL,HPN,3,513,147,1
3422,EV,5393,ATL,LEX,3,513,76,0
3423,OO,6232,LAS,FAT,3,513,88,1
3424,UA,234,ORD,LGA,3,513,132,0
3425,XE,5893,CLE,ORD,3,513,87,1
3426,DL,2389,DTW,MSP,3,514,126,0
3427,9E,3755,DTW,RST,3,515,109,0
3428,9E,3768,ELM,DTW,3,515,98,0
3429,9E,4229,JFK,DCA,3,515,115,1
3430,9E,4273,GSP,ATL,3,515,84,0
3431,AA,1008,SAN,DFW,3,515,180,0
3432,AA,1063,ORD,LAX,3,515,270,1
3433,AA,1487,DCA,ORD,3,515,130,0
3434,AA,1534,DEN,DFW,3,515,120,0
3435,AA,1543,BNA,DFW,3,515,130,0
3436,AA,1937,BOS,SJU,3,515,240,0
3437,AA,368,AUS,ORD,3,515,160,0
3438,AA,578,SJC,DFW,3,515,210,0
3439,AS,48,ADQ,ANC,3,515,54,0
3440,B6,1322,BWI,BOS,3,515,77,0
3441,CO,1058,IAH,DCA,3,515,172,0
3442,CO,1123,BOS,EWR,3,515,80,0
3443,CO,1703,LAX,EWR,3,515,318,1
3444,CO,319,TPA,EWR,3,515,155,1
3445,DL,1294,ATL,RDU,3,515,95,0
3446,DL,1419,DTW,LAX,3,515,305,1
3447,DL,1494,ATL,PHL,3,515,135,1
3448,DL,1627,ATL,FLL,3,515,119,0
3449,DL,1829,DTW,MIA,3,515,190,0
3450,DL,2149,DTW,SEA,3,515,302,0
3451,DL,2217,DTW,LAS,3,515,285,1
3452,DL,2324,ATL,BWI,3,515,117,0
3453,DL,2405,DTW,MKE,3,515,75,1
3454,DL,2842,ATL,EWR,3,515,136,0
3455,DL,2890,ATL,DAY,3,515,102,0
3456,DL,3,SLC,JFK,3,515,285,1
3457,EV,4943,ATL,TLH,3,515,76,0
3458,EV,4956,MEM,BOS,3,515,168,0
3459,EV,5025,ATL,TRI,3,515,71,1
3460,EV,5044,ATL,CAK,3,515,98,0
3461,EV,5054,MEM,CLT,3,515,101,0
3462,EV,5056,ATL,SDF,3,515,93,0
3463,EV,5412,ATL,SHV,3,515,125,0
3464,EV,5491,ATL,SGF,3,515,123,0
3465,EV,7342,DTW,MCI,3,515,131,1
3466,F9,794,PDX,DEN,3,515,143,0
3467,FL,1137,FLL,MDT,3,515,158,0
3468,FL,495,BWI,CLT,3,515,85,1
3469,MQ,2797,DFW,FSM,3,515,60,1
3470,MQ,3370,DFW,BTR,3,515,80,0
3471,MQ,3956,CID,ORD,3,515,65,0
3472,MQ,3984,ORD,DAY,3,515,70,0
3473,OO,4529,SLC,OAK,3,515,122,0
3474,OO,4719,SLC,LGB,3,515,113,0
3475,OO,4826,SLC,SJC,3,515,124,1
3476,OO,6246,LAX,FAT,3,515,68,0
3477,OO,6821,SFO,RDD,3,515,64,0
3478,UA,106,LAX,ORD,3,515,243,0
3479,UA,261,LAX,MCO,3,515,286,0
3480,UA,347,LAX,BOS,3,515,326,0
3481,UA,45,LAX,OGG,3,515,344,1
3482,UA,478,SFO,PDX,3,515,116,0
3483,UA,607,DCA,ORD,3,515,129,0
3484,UA,758,SFO,DEN,3,515,149,0
3485,US,1159,DCA,MCO,3,515,147,0
3486,US,1970,TPA,CLT,3,515,98,1
3487,US,24,PHX,LAX,3,515,85,0
3488,US,374,DFW,CLT,3,515,144,0
3489,US,909,DTW,CLT,3,515,106,0
3490,WN,1079,ISP,BWI,3,515,70,1
3491,WN,109,DEN,SEA,3,515,185,1
3492,WN,1122,DEN,OAK,3,515,175,1
3493,WN,1135,BDL,DEN,3,515,275,1
3494,WN,1149,BUR,PHX,3,515,80,1
3495,WN,1259,BNA,SAT,3,515,155,0
3496,WN,1265,MDW,BOS,3,515,135,0
3497,WN,1615,DEN,SFO,3,515,175,1
3498,WN,1992,SAT,PHX,3,515,150,1
3499,WN,2807,DEN,ONT,3,515,140,1
3500,WN,3224,CLE,MDW,3,515,85,1
3501,WN,391,MCI,PHX,3,515,190,1
3502,WN,545,ONT,SMF,3,515,80,0
3503,WN,598,DEN,GEG,3,515,150,1
3504,WN,654,MCO,CMH,3,515,135,0
3505,WN,702,LAS,ABQ,3,515,80,0
3506,WN,735,DEN,PDX,3,515,175,1
3507,XE,2408,EWR,CMH,3,515,118,1
3508,XE,2641,EWR,MCI,3,515,207,1
